paper,Cited By,Influential,Importance,Binary Importance,Simarity,author,reference,title,abstract,keyphrases
10007391361e17f41aa92f3430c00830dff3be6a,102bbe5219221ebd441ca9466c960c909a4b7130,1,2,1,1,0,0.083333333,0,0.040479297,0.076923077
10007391361e17f41aa92f3430c00830dff3be6a,056cddb2e8637997f0fd1fb39d3d0acecfc2ff82,0,1,0,1,0,0.083333333,0,0.073605101,0.153846154
10007391361e17f41aa92f3430c00830dff3be6a,33287b031a04952007edf273df9cd30c4d53b3b8,0,1,0,1,0,0.086956522,0.077347812,0.056467808,0.071428571
10007391361e17f41aa92f3430c00830dff3be6a,8ff36cfbb8ccf3cc18b4eddf2ef20d655f6f9525,0,1,0,1,0,0.111111111,0,0.072636219,-1
10007391361e17f41aa92f3430c00830dff3be6a,334d11e0d04ae895bac97a65a64137f21c4f8b80,0,1,0,1,0,0,0.112342779,0.071267111,0.071428571
10007391361e17f41aa92f3430c00830dff3be6a,18d04fa815cbc9e7a2eeab189a4d7388cb43b0cb,0,1,0,1,0,0,0,0.047698612,0.071428571
10007391361e17f41aa92f3430c00830dff3be6a,586fb3f66b786502dd706aa8633d3ed7b66b445f,0,1,0,1,0,0.052631579,0.10163067,0.018713117,0
10007391361e17f41aa92f3430c00830dff3be6a,069b288576968e21f6b1b9613360b5b8515ec256,0,1,0,1,0,0,0,0.009785485,0
10007391361e17f41aa92f3430c00830dff3be6a,2f3d5a1edf8a6ec497ad6eaedeebc287db9a8bca,0,0,0,1,0,0.055555556,0,0.159461106,0.25
10007391361e17f41aa92f3430c00830dff3be6a,2112dc2a386d958102e4b2311c1daba6d4a83038,0,0,0,1,0,0.066666667,0.087044468,0.16120214,0
10007391361e17f41aa92f3430c00830dff3be6a,76a33390d1a144312d0c1122ea707e0487e21c96,1,0,0,0,0,0.052631579,0,0.063480105,0
10007391361e17f41aa92f3430c00830dff3be6a,115c896f53bde675fbd8e43b79a1960f52d5e881,0,0,0,1,0,0.222222222,0.206136966,0.135641975,0.071428571
10007391361e17f41aa92f3430c00830dff3be6a,024a02a1939c26aec9237dab14f841a639d2fc9a,0,0,0,1,0,0.047619048,0,0.112797298,0.071428571
10007391361e17f41aa92f3430c00830dff3be6a,c37a1e4e9d453fe6960e20bb3e0c89f16e1f0766,0,0,0,1,0,0.0625,0,0.028474057,0
10007391361e17f41aa92f3430c00830dff3be6a,1bcab843f26e3a6a5d9cb78f7d8eca34bab3b3fd,0,0,0,1,0,0,0,0.0320191,0
10007391361e17f41aa92f3430c00830dff3be6a,a41a778ee93381e9bd301bfcaad6538099d40425,0,0,0,1,0,0.055555556,0,0.029447332,0.071428571
11494bc3a26a930db29901ec4f81b986266d9952,4fd223b585bab9e0cc1fc156f3cea9fd85f325a5,0,3,1,0,0,0,0,0.072595865,0
11494bc3a26a930db29901ec4f81b986266d9952,12fba006c9dfd3521ae4e22eec8bae586819d817,0,3,1,0,0,0,0,0,0
11494bc3a26a930db29901ec4f81b986266d9952,c4524f0faa48a9f2d0dee97f12b3cbdd34046aff,0,1,0,1,0,0,0,0,0
11494bc3a26a930db29901ec4f81b986266d9952,434a15ce9ee8e0fa60a982dc86686b8b1a7dbfae,0,0,0,1,0,0.029411765,0.150640185,0.231683239,0.111111111
11494bc3a26a930db29901ec4f81b986266d9952,ef816626858b53f2964e67ef19a716330860c2ea,0,0,0,1,0,0,0,0,0
182dc6bbd40d171a0ab4e7b29ee0964e616da303,28d44f73c8eb541577b4eb7c969766ef7cfffcae,0,1,0,1,0.333333333,0.074074074,0,0.12764308,0.285714286
182dc6bbd40d171a0ab4e7b29ee0964e616da303,54ba9b0fae665a8359887fbfd5fe16f2490f9343,0,0,0,1,0,0.095238095,0.170776113,0.066026425,0.285714286
182dc6bbd40d171a0ab4e7b29ee0964e616da303,697268601bffa1c734f465e5f429873918aaa969,0,0,0,1,0,0,0,0,0
182dc6bbd40d171a0ab4e7b29ee0964e616da303,d07db07e9f98e3dd97544bd835619357683fc936,0,0,0,1,0,0,0,0,0
18d04fa815cbc9e7a2eeab189a4d7388cb43b0cb,90edb0f07d0c308e5d609b2ba378ae1bf06f104f,0,3,1,0,0,0.111111111,0.093494775,0.075752007,0.111111111
18d04fa815cbc9e7a2eeab189a4d7388cb43b0cb,5d2ddf59f4abd2980bb14d768be0f96cdd3c5929,0,0,0,1,0,0,0.225764846,0.042744434,0
18d04fa815cbc9e7a2eeab189a4d7388cb43b0cb,b2b0e5d8694658ead22827053ed01f6e50bd3e0e,0,0,0,1,0,0,0.087044468,0.02845717,0
1a0a415178d20754418987e312681f3fb0b40257,6feb388081f456f8967e1c975a26f15df56556e1,0,3,1,0,0,0.0625,0,0.086840087,0
1a0a415178d20754418987e312681f3fb0b40257,39d20a6e0ff25aa451aff93b2ce11e02facee6b1,0,0,0,1,0,0.075,0.081768041,0.064674601,0
1a0a415178d20754418987e312681f3fb0b40257,1b9eedb53a6ea00cd139f4996c51cdf312e01442,0,0,0,1,0,0.032258065,0.093494775,0.062045274,0
1b1eed518d7f0c67874a5e6e018486feb3923732,567dc4e26ece98e96c2e798ae8acafa5883945a9,0,0,0,1,0,0.115384615,0.183407827,-1,-1
1b1eed518d7f0c67874a5e6e018486feb3923732,6cd6f5683f71a4f9e24c6faa3f743482ecb2e6ff,0,0,0,1,0,0.19047619,0.199333263,-1,-1
1b1eed518d7f0c67874a5e6e018486feb3923732,393b0372dd64a3db88a1fe32b71755a7726d2294,0,0,0,1,0,0.19047619,0.220288151,-1,-1
1b1eed518d7f0c67874a5e6e018486feb3923732,29c34a034f6f35915a141dac98cabf625bea2b3c,0,0,0,1,0,0.055555556,0,-1,-1
1b1eed518d7f0c67874a5e6e018486feb3923732,2648926c90f6cc9c9fa2e9590bc9b3df88ac9cd2,0,0,0,1,0,0.076923077,0.199333263,-1,-1
1b1eed518d7f0c67874a5e6e018486feb3923732,d2e1a04836db23105aebc945521743233a63b8c2,0,0,0,1,0,0,0.187933203,-1,-1
1b1eed518d7f0c67874a5e6e018486feb3923732,72cc2d783f7e7858fbc240d813b8c7fd753c70c4,0,0,0,1,0,0,0.039184615,-1,-1
1b1eed518d7f0c67874a5e6e018486feb3923732,4c4a95645bb719cb53d668cca3b104e529746377,1,0,0,0,0,0.057142857,0.16043974,-1,-1
1b1eed518d7f0c67874a5e6e018486feb3923732,2d287f828cc1736f6755bd5c6e75f73a9146c87d,0,0,0,1,0,0.033333333,0,-1,-1
1b1eed518d7f0c67874a5e6e018486feb3923732,a07f56a919687e432e92c403d371a9e2d564ef3f,0,0,0,1,0,0,0.199333263,-1,-1
1b1eed518d7f0c67874a5e6e018486feb3923732,a6c3dd11950709a41b4b5fdb7edb8f3d37d4c60e,0,0,0,1,0,0.052631579,0.079702512,-1,-1
1b1eed518d7f0c67874a5e6e018486feb3923732,669a1735c515cf1ae2108d1823e624bd0854a3a0,0,0,0,1,0,0.142857143,0.441410116,-1,-1
1b1eed518d7f0c67874a5e6e018486feb3923732,62d8219e6be879d54b5602c90fdbeaff7a78ff74,0,0,0,1,0,0.125,0.199333263,-1,-1
1b1eed518d7f0c67874a5e6e018486feb3923732,ef45ad6f228fcc8b2d05b93749b4e163dce3f528,0,0,0,1,0,0.041666667,0.199333263,-1,-1
1bb9aaeb2b600a4e93e453228ed8844ffd45f6b6,69dec697bbda636851f02e328c59eb11da4afe01,0,2,1,0,0.666666667,0.066666667,0.08768682,0.094494507,0.111111111
1bb9aaeb2b600a4e93e453228ed8844ffd45f6b6,021eded7ffb6fe9224a41c50ba00aaa31bf29765,0,1,0,1,0.25,0.130434783,0,0.048927356,0.111111111
1bb9aaeb2b600a4e93e453228ed8844ffd45f6b6,48e222ca4046007c58f425cc05aa31dbbe8f540a,0,1,0,1,0,0.028571429,0.12735953,0.081189094,0.111111111
1bb9aaeb2b600a4e93e453228ed8844ffd45f6b6,3e459c01bb2282664eca93e7a4e8000a729f1d18,0,0,0,1,0,0.034482759,0,0.045634162,0.111111111
1bb9aaeb2b600a4e93e453228ed8844ffd45f6b6,09afa9d5fec24b9b4ea42abf85bf6799d5d918a3,0,0,0,1,0,0.045454545,0,0.054706947,0
1bb9aaeb2b600a4e93e453228ed8844ffd45f6b6,2b014e038dd1e7267c7f7cb7a56b39d21b4f2468,0,0,0,1,0,0.136363636,0.12735953,0.063038687,0.111111111
1bb9aaeb2b600a4e93e453228ed8844ffd45f6b6,83c3456db7b191429038e5d282859d87aa383ff5,0,0,0,1,0,0,0,0.03363508,0
1bb9aaeb2b600a4e93e453228ed8844ffd45f6b6,130d02b4767018cafd20fd7ebfb0a374d41e7d52,0,0,0,1,0,0,0.12735953,0.037669656,0
24beb987b722d4a25d3157a43000e685aa8f8874,303df576947198a7029ff384270750bdb8520521,0,2,1,0,0,0,0.206136966,0.073025951,0
24beb987b722d4a25d3157a43000e685aa8f8874,3787980e3f4c2e0e20a08027ec1eff18b4fd0c0a,1,1,0,0,0,0.05,0.12735953,0.163017168,0
24beb987b722d4a25d3157a43000e685aa8f8874,c2f34bb9b8fb309b38aeb528877fd7f494f87764,0,1,0,1,0,0.055555556,0.112342779,-1,-1
24beb987b722d4a25d3157a43000e685aa8f8874,0bd3297f6a794fddd738756ffed41471a61b8e11,0,1,0,1,0,0.038461538,0,0.045146945,0
24beb987b722d4a25d3157a43000e685aa8f8874,99a80fb20dcedcd14d4b8e3c3074cf1a68975a6b,0,1,0,1,0,0,0,0.064060427,0
24beb987b722d4a25d3157a43000e685aa8f8874,471d97bf60adbdc0931c1cb278486dd9cd37fe51,0,0,0,1,0,0.105263158,0,0.072428717,0
24beb987b722d4a25d3157a43000e685aa8f8874,29899547c993f30a9afcc3514ef55358d45d6b97,0,0,0,1,0,0,0,0.013214565,0
24beb987b722d4a25d3157a43000e685aa8f8874,4944bd1a531d8580344ed30a1105372d439f3c79,0,0,0,1,0,0,0,0.141236626,0.071428571
24beb987b722d4a25d3157a43000e685aa8f8874,0853a6724aec7814057be29f75b9fe56f3763d07,0,0,0,1,0,0.027027027,0,0.039825672,0
2640913656089380ffdd697b141b838a8f214909,544a0fa1107df1423db05070182f213053003040,0,3,1,0,0.666666667,0.045454545,0.063354812,0.105787535,0.125
2640913656089380ffdd697b141b838a8f214909,29c7fb312431f77aa369937959f26f292dfa27d6,0,1,0,1,0,0.08,0.201993092,0.1260117,0.111111111
2640913656089380ffdd697b141b838a8f214909,59ed3521300fd9ffe20afadd1ce6d46d4c6606a1,0,0,0,1,0,0.028571429,0,0.021250703,0.111111111
2640913656089380ffdd697b141b838a8f214909,4f410ab5c8b12b34b38421241366ee456bbebab9,0,0,0,1,0,0.12,0.130978051,0.053008139,0
2640913656089380ffdd697b141b838a8f214909,3cdf3459d3f4fa134ff2924fee9570674bf45bdd,0,0,0,1,0,0.133333333,0,0.022772339,0
2640913656089380ffdd697b141b838a8f214909,31d2eaefe047a4302e0a5dfa090a37b9f1c79699,0,0,0,1,0,0,0.23577034,0.143218136,0
265d715727a9c56c0a072ab8da958c11d7f5014e,32924bbd545430a09969fc700965f9e030c45e67,0,2,1,0,0,0.033333333,0,0.101099108,0
265d715727a9c56c0a072ab8da958c11d7f5014e,480c4b254a1a579669f13259cc475c42b58cff83,0,0,0,1,0,0.037037037,0,0.011258436,0
265d715727a9c56c0a072ab8da958c11d7f5014e,8916b98a82cf9e63919e16e3971627fd5f824841,0,0,0,1,0,0,0.093494775,0.07412954,0
265d715727a9c56c0a072ab8da958c11d7f5014e,960597a6ac49a48ec493442de2027b0f389ebedd,0,0,0,1,0,0,0.1683975,0.058000127,0.111111111
265d715727a9c56c0a072ab8da958c11d7f5014e,ad71f1c8e5d35fefcd73a38256799dd444ec2008,0,0,0,1,0,0,0.291069102,0.024461483,0
265d715727a9c56c0a072ab8da958c11d7f5014e,70979b88b7ed402917761faa22da8cae6bb0c9e0,0,0,0,1,0,0.055555556,0,0.054844602,0.111111111
2911f7ec4eb6200ac2da8db5d0792745dfa2dc4a,08240b716eb2d63d78998e738531502283901b89,0,1,0,1,0,0,0,-1,-1
2c1d3883840074c93996817276d4199b403ef188,0678c73ff855c93f238538735fcecc1ee6bc8379,0,0,0,1,0,0,0.220288151,0.103233023,0
334d11e0d04ae895bac97a65a64137f21c4f8b80,18d04fa815cbc9e7a2eeab189a4d7388cb43b0cb,1,3,1,1,0,0.210526316,0,0.062724564,0.25
3764baa7465201f054083d02b58fa75f883c4461,7decf730e2bce5efe7ea55a9b716a3a27436f16c,0,3,1,0,0,0,0.132130069,0.095317202,0.111111111
3764baa7465201f054083d02b58fa75f883c4461,4b633e381951df7d010c3751b42793550e04b7d7,0,2,1,0,0,0,0.237903095,0.194669368,0
3764baa7465201f054083d02b58fa75f883c4461,6e8e2acedc133c7664ad1455f39675d4d07a1017,0,2,1,0,0,0,0.119136892,0.167252041,0
3764baa7465201f054083d02b58fa75f883c4461,2067918ece05f0a6adafaa685799e645d7878ee8,1,2,1,1,0,0.030769231,0.125366938,0.111819025,0
3764baa7465201f054083d02b58fa75f883c4461,763a31180898fe7e64f2e682c5b901ef43998872,0,2,1,0,0,0.02173913,0.184431917,0.170052829,0
3764baa7465201f054083d02b58fa75f883c4461,48790b95fbda08e7bedd0dec98dd5921d0f42cfb,1,1,0,0,0,0.05,0.137543605,0.102272657,0
3764baa7465201f054083d02b58fa75f883c4461,53073cf42228f7e1d23c513eb474c7e599f82c02,0,1,0,1,0,0,0,0.034707465,0
3764baa7465201f054083d02b58fa75f883c4461,b8f7d6ac7b5b91d09fa01940f3540682e6ec303f,0,1,0,1,0,0,0,0.064901702,0
3764baa7465201f054083d02b58fa75f883c4461,32a3e0c6afa7c7c55d2508884659455b6b0d0a61,0,1,0,1,0,0,0,0.038987081,0
3764baa7465201f054083d02b58fa75f883c4461,4274016dfe32971fcb5bb2043b35555f6fcf91c9,0,1,0,1,0,0,0.077808944,0.041132817,0
3764baa7465201f054083d02b58fa75f883c4461,66fd5b0322503edc0c0dff8529cf9f60c6b546a0,0,0,0,1,0,0.055555556,0,0.097048205,0
3764baa7465201f054083d02b58fa75f883c4461,00185e94af48e793072e9aef5eb7b40881a5b8bb,0,0,0,1,0,0.074074074,0,0.094088934,0
3764baa7465201f054083d02b58fa75f883c4461,5ac237da97e1861685073e871c5cee329963a917,0,0,0,1,0,0.166666667,0,0.07142681,0
3764baa7465201f054083d02b58fa75f883c4461,5c812d543e9de27c2f314f4b677ed10eb0b4c944,1,0,0,0,0,0.05,0,0.122742708,0
3764baa7465201f054083d02b58fa75f883c4461,2821ad486fd2cb062b268dd5e528bd99d9fa6ce2,0,0,0,1,0,0.03125,0,0.025473624,0
3764baa7465201f054083d02b58fa75f883c4461,c6357d3f76e2610b43b4ec3db83e4a3371c30323,0,0,0,1,0,0.033333333,0.093494775,0.084684358,0
3764baa7465201f054083d02b58fa75f883c4461,649d9c33adba8d3483a34df09462b50a936a092e,0,0,0,1,0,0.057142857,0.093494775,0.150656892,0
3a469a88833f9bf69c4d1cb8d5bdad6f8d02b95c,c205e82ddf7d9bd759cca3e16baa60c49cecf056,0,2,1,0,0.333333333,0.222222222,0.291219419,0.233439262,0.25
3a469a88833f9bf69c4d1cb8d5bdad6f8d02b95c,388c8e6ba7646f46e499dffc00557cfe769a5dda,1,2,1,1,0,0.063492063,0.105992131,0.080864072,0.25
3a469a88833f9bf69c4d1cb8d5bdad6f8d02b95c,2067918ece05f0a6adafaa685799e645d7878ee8,0,1,0,1,0,0.052631579,0.411207055,0.046438794,0.111111111
3a469a88833f9bf69c4d1cb8d5bdad6f8d02b95c,50c0d8b36fc516b4fc04aa636a62a9f2aee2240e,0,1,0,1,0,0.022727273,0.291219419,0.134965825,0.111111111
3a469a88833f9bf69c4d1cb8d5bdad6f8d02b95c,ad1181d188f730b7917a95ae452efb48f830c90a,0,0,0,1,0,0.153846154,0.220288151,0.070953507,0
3a469a88833f9bf69c4d1cb8d5bdad6f8d02b95c,763a31180898fe7e64f2e682c5b901ef43998872,0,0,0,1,0,0.081081081,0.260555671,0.175139714,0.111111111
3a469a88833f9bf69c4d1cb8d5bdad6f8d02b95c,6b07b0266cb4cc2ae1c463732032cc11fe2f2e0a,0,0,0,1,0,0.105263158,0.220288151,0.105137473,0.111111111
3b8e7c8220d3883d54960d896a73045f3c70ac17,08dcafc57bd643f8f50ae43d0adb394f28e26ebb,0,2,1,0,0,0.0625,0,-1,-1
3b8e7c8220d3883d54960d896a73045f3c70ac17,3543d7db405647f6b0dd92fa8cb9f3d552259c5f,0,2,1,0,0,0,0,0.02652881,0
3b8e7c8220d3883d54960d896a73045f3c70ac17,3fa58a0dcbf7392e02f744a0f729ba8010b7334c,1,2,1,1,0,0.16,0,0.085816942,0
3b8e7c8220d3883d54960d896a73045f3c70ac17,7bfbabdc800f70eb4efa60e64b91044aad23c4a8,0,2,1,0,0,0.033333333,0.069972543,0.082281753,0
3b8e7c8220d3883d54960d896a73045f3c70ac17,011828e338982905f2693f3572e56fd582b5ac04,0,1,0,1,0,0,0,0.067331851,0
41828fc3dab24784f95e6976e8aaa73f68e1840e,348a4a34f934692c58751b0284c5cfeb8f0c96f2,1,2,1,1,0,0.108108108,0,0.237837841,0
41828fc3dab24784f95e6976e8aaa73f68e1840e,1b4aa9377a6e3d717a369bc21e13662c65890b4c,1,1,0,0,0,0.04,0.170776113,0.11692592,0
41828fc3dab24784f95e6976e8aaa73f68e1840e,d95b049b992682e29f186a7823bebed785993ec9,0,0,0,1,0,0,0,0.035503545,0
41828fc3dab24784f95e6976e8aaa73f68e1840e,291b0b2b273cbb00039f4f246154053b2341a017,0,0,0,1,0,0.024390244,0.115215543,0.09193108,0
41828fc3dab24784f95e6976e8aaa73f68e1840e,7bfbabdc800f70eb4efa60e64b91044aad23c4a8,0,0,0,1,0,0.025641026,0.260555671,0.086667168,0
41828fc3dab24784f95e6976e8aaa73f68e1840e,10d21ca7728cb3dd15731accedda9ea711d8a0f4,0,0,0,1,0,0.027027027,0,0.081385527,0
41828fc3dab24784f95e6976e8aaa73f68e1840e,03001cea1ef5aadd0330544acb6fcbaa68825697,0,0,0,1,0,0.092783505,0.105992131,0.216793113,0
4af182338ee63754d4569c26cb6a5c3bbdd8cf2a,71c026712cdeee7097f736fc579723c914d6f82d,0,2,1,0,0,0.045454545,0,0.09742134,0
4af182338ee63754d4569c26cb6a5c3bbdd8cf2a,7a1a11271026dbafe81bb1f601da383eb8ecd398,0,1,0,1,0,0,0,0.070020477,0
4af182338ee63754d4569c26cb6a5c3bbdd8cf2a,d2629414371b1dd0160cb42ad529feb89dc6ea00,0,1,0,1,0,0,0.066559247,0.00657475,0
4af182338ee63754d4569c26cb6a5c3bbdd8cf2a,0872d24316ca0444279e23f1d686be37d9c5294d,0,1,0,1,0,0.083333333,0.078744603,0.092261472,0
4af182338ee63754d4569c26cb6a5c3bbdd8cf2a,63799c4850df5a60cbe8763cff9b1ffe5e27ae3c,0,1,0,1,0,0,0,0.093667631,0
4af182338ee63754d4569c26cb6a5c3bbdd8cf2a,2f2b4cb71794cea7e3e5ded5755615263740eec2,0,0,0,1,0,0,0,0,0
4af182338ee63754d4569c26cb6a5c3bbdd8cf2a,6b800696ce3c451fa443061b928d791fa6c375ed,0,0,0,1,0,0,0,0.029156582,0
4af182338ee63754d4569c26cb6a5c3bbdd8cf2a,28e11a77bf6670984c6f1753ff41ec5046fc040b,0,0,0,1,0,0,0,0.112111201,0
4af182338ee63754d4569c26cb6a5c3bbdd8cf2a,ebd03c093df7ec30a2a360b377e85b6f00ecb96f,0,0,0,1,0,0,0.10163067,0.059839632,0
4af182338ee63754d4569c26cb6a5c3bbdd8cf2a,38623c0273a0b2cec32fc797aaa99b8aef3c4472,0,0,0,1,0,0,0,0.056090648,0
4af182338ee63754d4569c26cb6a5c3bbdd8cf2a,24beb987b722d4a25d3157a43000e685aa8f8874,0,0,0,1,0,0.157894737,0.225764846,0.1724806,0
4b7c8063892ca57131bd71b9c839d970ee8b0226,3a6ab7283f02ebf4f6f33ca82f4da32f479ce9c8,0,3,1,0,0,0.0625,0.260555671,0.07975144,0
4b7c8063892ca57131bd71b9c839d970ee8b0226,82ea0ff74d598b60fad4e9a6737280651870c2b5,0,1,0,1,0,0.130434783,0.220288151,0.254924083,0
4b7c8063892ca57131bd71b9c839d970ee8b0226,6190613c9f9544b2dcf0001781a049ddb9cd1f4b,0,1,0,1,0,0,0,0.059127048,0
4b7c8063892ca57131bd71b9c839d970ee8b0226,438bdd869cc2d43aaceb11268590c5c308e5ff01,0,1,0,1,0,0,0,0.062349209,0
4b7c8063892ca57131bd71b9c839d970ee8b0226,2c41fb6c7a1297a09a045f8c8f4fbba8800229a3,0,1,0,1,0,0,0,0.077433384,0
4f410ab5c8b12b34b38421241366ee456bbebab9,29c7fb312431f77aa369937959f26f292dfa27d6,0,3,1,0,0.25,0.48,0.059514396,0.272319108,0
4f410ab5c8b12b34b38421241366ee456bbebab9,94bd436b5dc2060e1b23c70c16fea26ec56db42a,1,3,1,1,0,0.090909091,0.068049631,0.155175053,0.111111111
4f410ab5c8b12b34b38421241366ee456bbebab9,29c7fb312431f77aa369937959f26f292dfa27d6,0,3,1,0,0.25,0.48,0.059514396,0.272319108,0
4f410ab5c8b12b34b38421241366ee456bbebab9,94bd436b5dc2060e1b23c70c16fea26ec56db42a,1,2,1,1,0,0.090909091,0.068049631,0.155175053,0.111111111
4f410ab5c8b12b34b38421241366ee456bbebab9,32ee75315fd7050bd7411087d9b3c7cf67b82b63,0,2,1,0,0.142857143,0,0,0.092625627,0
4f410ab5c8b12b34b38421241366ee456bbebab9,2418131d18173161b48575839d145091c3178a72,1,2,1,1,0,0.035087719,0,0.156089528,0
4f410ab5c8b12b34b38421241366ee456bbebab9,31d2eaefe047a4302e0a5dfa090a37b9f1c79699,1,2,1,1,0,0.027027027,0.14976222,0.176363556,0
4f410ab5c8b12b34b38421241366ee456bbebab9,c543570a5fbee162cc33561576af735204c223d7,0,2,1,0,0,0,0,0.036308444,0
4f410ab5c8b12b34b38421241366ee456bbebab9,5f19b6288d647972709691780044a3b46dc7feac,0,2,1,0,0,0.013157895,0,0.077591381,0
4f410ab5c8b12b34b38421241366ee456bbebab9,6af4613d27395695db7af293eed64d4be4cc67ff,0,2,1,0,0,0.03125,0,0.12295901,0
